Escolha a chave pra ordenara saida BEST: ['nome', 'ModeRecall', 'Attempted', 'ModePrecision', 'Precision', 'TotalWithMode', 'Recall', 'Total']: Recall


RECALL	-----------------------
{'nome': 'alvaro-1-AUTO.oot', 'Attempted': 1229.0, 'Precision': 17.98, 'TotalWithMode': 1230.0, 'Recall': 17.97, 'Total': 1696.0}
{'nome': 'frequencia-3-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 16.59, 'TotalWithMode': 1230.0, 'Recall': 16.59, 'Total': 1696.0}
{'nome': 'embbedings-1-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 15.37, 'TotalWithMode': 1230.0, 'Recall': 15.37, 'Total': 1696.0}
{'nome': u'TOR.oot', 'Attempted': 1230.0, 'Precision': 14.63, 'TotalWithMode': 1230.0, 'Recall': 14.63, 'Total': 1696.0}
{'nome': 'alvaro-10-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 9.51, 'TotalWithMode': 1230.0, 'Recall': 9.51, 'Total': 1696.0}
{'nome': 'frequencia-2-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 9.19, 'TotalWithMode': 1230.0, 'Recall': 9.19, 'Total': 1696.0}
{'nome': 'alvaro-9-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 8.94, 'TotalWithMode': 1230.0, 'Recall': 8.94, 'Total': 1696.0}
{'nome': 'alvaro-8-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 8.21, 'TotalWithMode': 1230.0, 'Recall': 8.21, 'Total': 1696.0}
{'nome': 'alvaro-7-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 8.05, 'TotalWithMode': 1230.0, 'Recall': 8.05, 'Total': 1696.0}
{'nome': 'alvaro-6-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 7.72, 'TotalWithMode': 1230.0, 'Recall': 7.72, 'Total': 1696.0}
{'nome': 'alvaro-5-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 7.4, 'TotalWithMode': 1230.0, 'Recall': 7.4, 'Total': 1696.0}
{'nome': 'alvaro-4-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 6.1, 'TotalWithMode': 1230.0, 'Recall': 6.1, 'Total': 1696.0}
{'nome': 'alvaro-3-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 5.28, 'TotalWithMode': 1230.0, 'Recall': 5.28, 'Total': 1696.0}
{'nome': 'frequencia-1-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 5.28, 'TotalWithMode': 1230.0, 'Recall': 5.28, 'Total': 1696.0}
{'nome': 'alvaro-2-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 4.15, 'TotalWithMode': 1230.0, 'Recall': 4.15, 'Total': 1696.0}
{'nome': 'alvaro-1-NOAUTO.oot', 'Attempted': 1230.0, 'Precision': 2.11, 'TotalWithMode': 1230.0, 'Recall': 2.11, 'Total': 1696.0}
